100848785	116.33765	40.08363	116.32009	39.99114
102835668	114.07771	22.62040	113.99580	22.54948
103747700	116.655821	39.910266	116.528107	39.789192
109795879	113.99375	22.59709	114.09375	22.55499
109997622	116.49139	39.97857	116.30496	40.03094
111066055	116.51640	39.90631	116.363314	39.972977
113044361	116.33140	40.04071	116.30797	40.05904
113928063	109.60548	27.96149	109.61285	27.95459
120801525764	113.44134	23.19808	113.34953	23.17681
121405673	114.05774	22.56893	114.07124	22.54013
12437303	113.90437	22.57975	113.912315	22.56464
125541469	113.96148	22.56528	114.03493	22.53965
14534725	114.04314	22.63663	114.02657	22.63303
1550745	113.921768	22.538181	114.028329	22.537296
163528773632	126.68981	45.80443	126.69707	45.79409
16507075	113.86397	22.57749	113.89238	22.59656
17722451	116.214687	39.768221	116.339103	39.999371
18170291	116.25468	39.98420	116.34426	39.99859
1858528	116.41737	39.98342	116.39719	40.00571
1916721	116.64800	39.89650	116.48811	39.99305
201222	116.51041	39.91890	116.49985	39.99613
2112540	116.65168	39.89771	116.41687	39.97407
21573100	120.35985	36.08334	116.38526	39.87170
23397931	113.93583	22.49592	113.92340	22.54863
2586310	114.04441	22.66718	113.939507	22.548113
27463803	116.42109	40.00498	116.40032	40.00572
27469889	116.48413	39.91284	116.31124	39.95948
2976623	116.33864	39.78954	116.31977	39.98821
304166539264	116.46713	39.93191	116.49411	39.99493
341326	116.44649	40.03518	116.30951	40.05061
4092163	116.15665	39.72977	116.30340	39.83145
4956054	116.64252	40.31497	116.70349	40.17716
502435	116.51148	39.93978	116.31401	40.05166
520691843072	116.43853	39.94067	116.38531	39.96446
5425223	114.12787	22.59256	114.12498	22.54728
560183181312	113.976439	22.590472	113.948254	22.559752
637829124096	116.50809	39.97708	116.48906	40.00220
648218	116.38716	40.06794	116.31235	39.98374
684053897218	116.364377	40.088128	116.315839	40.047475
695506702337	116.65063	39.89815	116.41411	39.91447
807146618880	114.04279	22.62281	114.06858	22.64555
872105058304	114.13051	22.59366	114.11132	22.55138
891908325378	116.35693	40.08085	116.38084	40.10694
101059114	116.58014	39.72949	116.546756	39.770584
101381873	116.34073	39.78798	116.31291	39.99081
10306	116.55196	39.75806	116.55246	39.76676
106452848	116.33616	40.03663	116.31236	40.04772
106908202	121.52849	31.28798	121.58972	31.20557
107395416	116.391901	40.11148	116.32476	39.982623
108089794	116.24038	40.23072	116.31559	40.043686
118704063	116.57459	40.11015	116.31863	40.04333
118813873	116.48319	39.92801	116.48156	39.91441
124234318	116.47452	39.88895	116.45787	39.92802
12658165	114.05359	22.60343	113.93969	22.54823
146474613	123.39415	41.75288	123.47001	41.74306
181442	116.67015	39.90441	116.501358	39.992771
19235161	116.679627	39.888053	116.468699	39.914456
21079605	116.69354	39.90329	116.43111	39.98997
213095	116.144246	39.896772	116.24356	39.91307
23238622	116.54712	40.04028	116.47910	39.99777
23412312	116.11569	39.73954	116.18968	39.76893
25165863	116.36384	39.95835	116.32787	39.98148
26216586	116.35864	39.97682	116.34340	39.98273
26460035	114.04823	22.56883	113.95734	22.55891
2879505	114.16050	22.61845	114.14107	22.64497
294105387009	116.34697	39.95410	116.34738	39.99267
311894745088	116.202725	39.950874	116.317	40.0486
319179	116.53207	39.92193	116.36200	39.97050
327080	116.36609	39.95636	116.36322	39.96534
3410	116.37392	40.09336	116.37330	40.08149
3579336	116.440651	39.971488	116.36665	39.91935
359523094529	116.47424	39.94973	116.39053	39.94224
360928518145	116.30634	40.08595	116.30883	40.05063
374844	116.31258	39.97005	116.31039	40.062447
3780251	116.41918	40.06533	116.62200	40.05900
3916863	116.43216	40.13631	116.47051	39.982567
517368127491	116.583298	39.915947	116.50120	39.98277
712185352192	116.22780	39.78237	116.21921	39.76936
899001552900	114.05591	22.70112	114.23811	22.70434
1026127	116.31180	39.97119	116.32887	39.97240
104167051264	116.33015	40.03947	116.27194	40.02898
110000520	114.11996	22.57876	114.135	22.562299
110038943	114.11614	22.59515	114.196976	22.595883
11554489	116.344673	39.90297	116.48583	40.003024
116446146	116.29643	40.06638	116.31268	40.05916
12019165	114.02284	22.67712	114.069725	22.692389
120868152	113.92938	22.53204	113.94833	22.54102
1235611	116.34846	40.08859	116.308403	40.061145
1342982	116.47364	39.87860	116.45702	39.91415
142613642	116.69305	39.87772	116.64644	39.91193
1512712	116.35059	40.09378	116.47478	40.01720
196806316034	114.06762	22.62707	114.05049	22.54705
21568207	116.42208	40.04704	116.37124	39.92227
24067910	116.38475	40.08535	116.30403	40.053488
267483414529	116.54631	39.90372	116.46167	39.90998
26848793	116.29823	40.11264	116.30835	40.05946
2735299	116.45445	39.97727	116.48832	40.00265
2784114	116.58422	39.93665	116.431925	39.992758
282094211073	116.26443	40.12382	116.36123	39.98541
5265296	113.91151	22.56913	113.91483	22.56191
542237200385	113.79269	22.72469	113.825996	22.6525
5447393	116.37854	40.01333	116.406955	39.999171
558908448770	116.29063	39.95888	116.28102	39.92036
5942104	116.243045	40.218245	116.42066	40.09159
6062119	117.08400	36.64860	116.32194	39.98443
6344341	116.34506	40.09412	116.31293	40.05019
6963407	116.42692	39.94730	116.47616	40.00425
7149156	116.30664	39.83570	116.33614	39.76979
742053	116.52537	39.95502	116.48960	39.97493
798180904960	114.131275	22.62491	114.12228	22.63369
8178522	116.42375	39.93503	116.41884	39.92140
842738237441	116.47666	39.94781	116.46805	39.95281
869415919618	116.43218	39.90494	116.40794	39.91414
87538	116.17360	39.93436	116.29738	39.82773
892002	116.44087	40.07441	116.47162	39.96457
101054087169	114.03807	22.54041	113.92627	22.54333
10300248	113.53532	22.19174	116.359724	39.966972
105848978	116.32415	39.89163	116.30334	39.91459
106615579	116.25564	39.90936	116.38592	39.97008
107028343	116.42104	40.13300	116.40867	40.07531
109215190	116.36454	40.06954	116.34452	40.05299
10952551	116.42752	40.00810	116.50343	39.98251
1099182	116.43257	39.98673	116.36931	39.92357
110128278	116.45390	39.88668	116.45476	39.94728
11024848	116.689243	39.888877	116.328351	39.6911
111522132	113.92179	22.53823	113.99442	22.60058
111899234	116.25972	40.12678	116.32016	40.11028
115075005	116.317	40.0682	116.317	39.9901
115375660	116.28224	40.20947	116.44294	39.98332
118339412	116.67377	39.89406	116.42046	39.91690
121750259	116.486871	39.808552	116.559082	39.820399
13182182	116.32842	40.07625	116.31423	40.05322
14028423	116.59474	39.92316	116.53734	39.92319
141020590	116.320701	40.029578	116.36591	39.98756
1476570	116.611	39.9186	116.50831	39.92911
17247218	116.35876	40.08002	116.31640	40.04762
18719376	113.02691	28.22170	114.06437	22.51449
201510682625	113.88894	22.57054	114.04700	22.61473
21252695	113.92540	22.53307	114.02994	22.53715
24496870	116.42294	40.07098	116.404338	39.906479
24726487	116.41917	39.99923	116.39445	40.00654
2616841	116.60406	39.85663	116.41470	40.01142
26672483	116.51142	39.86320	116.46802	39.89001
26806367	116.55687	39.95682	116.48996	40.00418
27029510	116.52769	39.92203	116.48568	40.00102
2709505	113.94470	22.57816	113.95572	22.58577
27660104	116.22250	40.10356	116.27976	40.01125
